Pollutant: Precipitation (PREC)
Daily sums
Unit: mm
Source: NABEL/MeteoSchweiz
Date/time;Bern-Bollwerk;Lausanne-César-Roux;Lugano-Università;Zürich-Kaserne;Basel-Binningen;Dübendorf-Empa;Härkingen-A1;Sion-Aéroport-A9;Magadino-Cadenazzo;Payerne;Tänikon;Beromünster;Rigi-Seebodenalp;Jungfraujoch
01.01.2016;0.1;0.0;0.0;0.2;0.3;0.3;0.1;0.0;0.0;0.0;0.3;;5.0;
02.01.2016;5.7;16.5;4.0;7.6;11.7;9.1;6.5;2.0;4.2;9.7;10.4;;10.5;
03.01.2016;2.6;3.0;1.3;0.0;4.1;0.0;1.6;2.9;1.8;3.6;0.1;;0.7;
04.01.2016;4.7;3.4;4.5;17.3;14.3;20.0;23.4;13.4;4.9;4.0;26.6;;4.9;
05.01.2016;0.9;4.1;0.0;0.9;4.3;0.8;1.4;4.4;0.2;1.4;0.3;;3.2;
06.01.2016;2.3;0.3;0.0;3.4;4.9;3.5;2.2;0.8;0.0;0.0;2.0;;1.1;
07.01.2016;7.8;10.8;0.0;17.5;8.6;18.8;11.6;16.4;0.4;11.8;16.3;;7.5;
08.01.2016;10.7;11.2;0.0;14.9;13.6;14.6;12.1;8.9;0.0;18.8;17.2;;5.2;
09.01.2016;18.1;26.4;4.6;13.0;4.8;11.2;13.8;14.1;2.0;22.6;11.9;;12.4;
10.01.2016;17.1;32.1;2.7;14.8;7.5;14.8;12.3;11.3;7.5;13.9;21.3;;5.1;
11.01.2016;8.7;9.1;12.8;14.0;16.7;13.5;20.0;28.9;17.9;12.3;20.6;;3.9;
12.01.2016;4.1;4.5;0.0;5.8;3.9;3.8;23.3;4.5;0.0;4.3;10.5;;0.1;
13.01.2016;0.0;0.9;0.0;6.8;0.8;3.2;8.3;0.5;0.0;0.8;3.4;;0.2;
14.01.2016;0.7;0.9;0.0;1.0;0.4;0.8;0.1;0.0;0.0;0.5;1.0;;0.5;
15.01.2016;0.3;0.7;0.0;2.9;0.6;2.2;3.3;0.1;0.0;0.1;1.8;;0.2;
16.01.2016;0.7;3.3;0.0;0.2;0.3;1.2;2.7;0.0;0.0;0.1;2.7;;3.2;
17.01.2016;1.1;1.2;0.0;2.1;0.3;0.4;2.5;0.0;0.0;0.0;0.6;;0.8;
18.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
19.01.2016;0.4;2.7;0.0;0.9;0.3;0.4;0.2;0.0;0.0;1.4;1.4;;0.1;
20.01.2016;2.4;0.3;0.0;1.0;0.6;1.5;0.3;0.0;0.0;4.6;2.7;;4.1;
21.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
22.01.2016;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;
23.01.2016;0.1;0.1;0.0;0.4;0.5;0.6;0.1;0.0;0.0;0.0;0.6;;0.7;
24.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;;0.0;
25.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
26.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
27.01.2016;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;
28.01.2016;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.7;;0.0;
29.01.2016;0.8;0.3;0.0;0.2;2.0;0.0;0.3;0.0;0.0;0.2;0.4;;1.8;
30.01.2016;0.3;0.1;0.0;4.5;9.0;3.7;12.8;1.4;0.0;0.2;8.0;;0.0;
31.01.2016;7.7;4.4;0.0;25.1;21.3;25.2;18.4;17.6;0.0;9.2;28.5;;8.1;
01.02.2016;0.0;0.1;0.0;1.6;0.5;1.0;1.6;0.1;0.0;0.0;2.0;;0.0;
02.02.2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
03.02.2016;9.7;3.3;0.5;10.7;4.5;10.5;8.3;7.4;1.0;4.7;15.5;;15.7;
04.02.2016;0.6;3.6;0.0;1.3;0.1;1.3;3.2;6.6;0.0;0.3;3.3;;1.3;
05.02.2016;0.1;0.2;0.0;0.3;0.0;1.2;3.8;1.7;0.0;0.1;5.0;;0.1;
